oekobaudatName,oekobaudatUuid____448d1096-2017-4901-a560-f652a83c737e____2020-II,oekobaudatUuid____22885a6e-1765-4ade-a35e-ae668bd07256____2023-I,oekobaudatUuid____cd2bda71-760b-4fcc-8a0b-3877c10000a8____2021-II,oekobaudatUuid____8201b671-10cd-4dc5-9750-0b856d998be4____2020-I,oekobaudatUuid____0454ab26-f45c-4e24-8260-9e2049738b75____2019-III,oekobaudatUuid____815d8970-02dc-4abc-b02e-78d41b4e4bb5____2019-II,oekobaudatUuid____30b63be3-b76b-4bd4-a876-330790c228a9____2019-I,oekobaudatUuid____cc02f499-6b0f-4556-bb4a-7abe48e55f71____2017,tBaustoffName,eolCategoryName,eolScenarioReal,eolScenarioPotential,technologyFactor,Unnamed: 8,processCategoryNumber,productUuid,eolCategoryUuid
,,,,,,,,,"Splitt 2/8, dauerelastisch gebunden (Latex, sonstige Polymere)",Schüttung organ./min. gebunden,Dep-,Dep-,0,,1.2,82204608-912d-59df-a3f2-68315eb2c15b,50e3993f-8c27-53de-962b-964ce4a74e1b
Splittmastixasphalt (SMA),19f46be3-d65a-441f-8d74-dfc412160cf1,78fb80c2-6d74-49fe-97fa-4d436af75106,19f46be3-d65a-441f-8d74-dfc412160cf1,19f46be3-d65a-441f-8d74-dfc412160cf1,19f46be3-d65a-441f-8d74-dfc412160cf1,19f46be3-d65a-441f-8d74-dfc412160cf1,19f46be3-d65a-441f-8d74-dfc412160cf1,19f46be3-d65a-441f-8d74-dfc412160cf1,Splittmastixasphalt SMA,Asphalt (Hochbau),Dep+,CL+,0.75,,1.5,6543fe65-2208-5a73-9924-2fde11d287a2,6b413e09-fd33-5f1f-8706-8a2293b95d1d
,,,,,,,,,Splittschüttung mineral. geb.,Schüttung min./min. gebunden,RC-,RC-,1,,1.2,4c3d7ae2-61db-558a-9d63-b47e78f5825d,598b2ddb-e2d5-5c63-b2d3-f0cd0fc7ac39
Stabparkett (generisch),88619ce6-c0aa-43bd-9ac6-477b5d6ce442,96a73457-ae7d-49ff-906a-d10e6b11d82c,88619ce6-c0aa-43bd-9ac6-477b5d6ce442,88619ce6-c0aa-43bd-9ac6-477b5d6ce442,88619ce6-c0aa-43bd-9ac6-477b5d6ce442,88619ce6-c0aa-43bd-9ac6-477b5d6ce442,88619ce6-c0aa-43bd-9ac6-477b5d6ce442,88619ce6-c0aa-43bd-9ac6-477b5d6ce442,Stabparkett,Holzwerkstoffboden,RC-,RC-,1,,3.3,7bf05754-f803-5390-afc3-c2ec26088439,b3ba22f6-f5be-50d1-8181-caefb182f1a7
"Stahl Feinblech (0,3-3,0mm)",9cbdbafe-8377-46ca-a640-8e3c8fc518c0,bca0565e-ee92-4b32-939e-60c67e503390,9cbdbafe-8377-46ca-a640-8e3c8fc518c0,9cbdbafe-8377-46ca-a640-8e3c8fc518c0,9cbdbafe-8377-46ca-a640-8e3c8fc518c0,9cbdbafe-8377-46ca-a640-8e3c8fc518c0,9cbdbafe-8377-46ca-a640-8e3c8fc518c0,9cbdbafe-8377-46ca-a640-8e3c8fc518c0,"Stahl Feinblech (0,3-3,0mm), unverzinkt",Stahl - Stahlblech,CL+,CL+,1,,4.1,90a00dcc-f5f8-5c06-ac48-d0d35ac346ed,c329a014-1eaa-5a81-b461-7a278a15edd7
Stahl Feinblech (20µm bandverzinkt),93edef71-49e3-4e1f-ba6d-1e449e7d328d,e4d32a41-ad4e-48bd-8ad9-56f50f495503,93edef71-49e3-4e1f-ba6d-1e449e7d328d,93edef71-49e3-4e1f-ba6d-1e449e7d328d,93edef71-49e3-4e1f-ba6d-1e449e7d328d,93edef71-49e3-4e1f-ba6d-1e449e7d328d,93edef71-49e3-4e1f-ba6d-1e449e7d328d,93edef71-49e3-4e1f-ba6d-1e449e7d328d,Stahl Feinblech (20µm bandverzinkt),Stahl - Stahl(blech) verzinkt,CL-,CL-,1,,4.1,48d3370a-9112-5977-abe6-ee4845c2b9e0,248980fe-c40c-527d-b285-4dc2c2ed30b1
Stahl Schmiedebauteil,a255934e-5461-4501-9acf-20ad1b51b044,702a41a1-d009-4c7b-9f4f-cd999f9da7de,a255934e-5461-4501-9acf-20ad1b51b044,a255934e-5461-4501-9acf-20ad1b51b044,a255934e-5461-4501-9acf-20ad1b51b044,a255934e-5461-4501-9acf-20ad1b51b044,a255934e-5461-4501-9acf-20ad1b51b044,a255934e-5461-4501-9acf-20ad1b51b044,Stahl Schmiedebauteil,"Stahl - Baustahl (zB Stahlträger,..)",CL+,CL+,1,,4.1,afeab882-09a3-5cee-b43f-feaaf2330ac3,f6aee52d-7602-555c-9b67-f300c542341d
Stahl warmgewalzte Bleche (2-20mm),531ab34f-6750-41a8-aedc-35cf4df3c8b1,467aee4d-03e3-4bf5-a916-8d279d5a5f29,531ab34f-6750-41a8-aedc-35cf4df3c8b1,531ab34f-6750-41a8-aedc-35cf4df3c8b1,531ab34f-6750-41a8-aedc-35cf4df3c8b1,531ab34f-6750-41a8-aedc-35cf4df3c8b1,531ab34f-6750-41a8-aedc-35cf4df3c8b1,531ab34f-6750-41a8-aedc-35cf4df3c8b1,Stahl warmgewalzte Bleche (2-20mm),Stahl - Stahlblech,CL+,CL+,1,,4.1,82b0b69c-c984-5828-b254-6c7e12172c26,c329a014-1eaa-5a81-b461-7a278a15edd7
Stahlprofil,38051c22-fbd1-4b0e-944a-ae348b8c7695,8b1ac41c-10ab-453f-a761-edf1a603aea6,38051c22-fbd1-4b0e-944a-ae348b8c7695,38051c22-fbd1-4b0e-944a-ae348b8c7695,38051c22-fbd1-4b0e-944a-ae348b8c7695,38051c22-fbd1-4b0e-944a-ae348b8c7695,38051c22-fbd1-4b0e-944a-ae348b8c7695,38051c22-fbd1-4b0e-944a-ae348b8c7695,Stahlprofil,"Stahl - Baustahl (zB Stahlträger,..)",CL+,CL+,1,,4.1,d58c17db-9aca-531c-be10-cdb465c570f5,f6aee52d-7602-555c-9b67-f300c542341d
"Stahlprofil verzinkt (Elektrolichtbogenroute, hoher Schrottanteil)",nicht vorhanden,ae5396d9-2952-4eae-b216-17d56758ece0,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Stahlprofil verzinkt,Stahl - Stahl(blech) verzinkt,CL-,CL-,1,,4.1,4eb56cff-8b17-50d6-a6e2-c90c21731cf8,248980fe-c40c-527d-b285-4dc2c2ed30b1
Stahlrohr,nicht vorhanden,eeda9e75-727c-474d-8c54-3982cafe07d7,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Stahlrohr,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,2731b77a-fab1-50b8-b9e2-9bcae8ac58a8,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Stampflehmwand,59622fc0-d719-43bf-a16b-ae924ae0d276,3f9ebd47-f93e-4fee-859a-13700134ee3c,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,Stampflehmwand,Lehm,SV,CL+,0.75,,1.3,cd8b6215-bea0-5f61-9ed2-88930e426ce2,f6478ab5-08b2-5641-baa4-6d2d281f698d
Stampflehmwand,59622fc0-d719-43bf-a16b-ae924ae0d276,3f9ebd47-f93e-4fee-859a-13700134ee3c,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,Stampflehmwand mit CL-Nachweis,Lehm - Störstoffkl. S4 (Neueinstuf.),Dep+,Dep+,0.75,,1.3,dd3b7cc8-531a-5fb5-b020-7b5a099b7afd,8366f303-3ab3-5934-a966-5a6eb3beb21b
Stampflehmwand,59622fc0-d719-43bf-a16b-ae924ae0d276,3f9ebd47-f93e-4fee-859a-13700134ee3c,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,59622fc0-d719-43bf-a16b-ae924ae0d276,Stampflehmwand - Störstoffkl. S4 (Neueinstuf.),Lehm mit CL-Nachweis,CL+,CL+,1,,1.3,cf274ca5-612e-500e-87ec-d00c07132d2e,f951853f-19cc-5bc4-807f-9ccc7cae9b48
Steckdose,nicht vorhanden,4d1aa3d8-8be7-437e-ab52-84e8616a259b,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Steckdose,nicht eingestuft,n.e.,n.e.,n.e.,,8.4,4665487c-0e5d-5976-8267-7b9c7ccf3f16,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Steinkohleflugasche,a8640bfd-5ae3-4893-bfe8-d5ab59ec8134,b4a1794e-c12f-4594-aeed-25ea1c3574a4,a8640bfd-5ae3-4893-bfe8-d5ab59ec8134,a8640bfd-5ae3-4893-bfe8-d5ab59ec8134,a8640bfd-5ae3-4893-bfe8-d5ab59ec8134,a8640bfd-5ae3-4893-bfe8-d5ab59ec8134,a8640bfd-5ae3-4893-bfe8-d5ab59ec8134,a8640bfd-5ae3-4893-bfe8-d5ab59ec8134,Steinkohleflugasche,Grundstoff nicht eingestuft,nicht eingestuft,n.e.,n.e.,n.e.,1.2,90e2ab83-fbe6-57f4-9522-6b6e8f5c7abd,71b469c3-6a93-5e60-b8f2-b24c3e39609f
Mineralwolle (Boden-Dämmung),2691d6e4-a41e-40d7-92ca-680f8785fc1d,58b1ba79-459b-4d58-bc39-91a8f98e71ba,2691d6e4-a41e-40d7-92ca-680f8785fc1d,2691d6e4-a41e-40d7-92ca-680f8785fc1d,2691d6e4-a41e-40d7-92ca-680f8785fc1d,2691d6e4-a41e-40d7-92ca-680f8785fc1d,2691d6e4-a41e-40d7-92ca-680f8785fc1d,2691d6e4-a41e-40d7-92ca-680f8785fc1d,Mineralwolle (Boden-Dämmung),Mineralwolle Steinwolle,Dep-,RC-,0.5,,2.1,2194148d-c9b9-57e9-b55e-5299378cc72a,08aa86f2-573f-5c0a-aa6f-9d39b661e252
Mineralwolle (Fassaden-Dämmung),f8afef87-5de3-4996-838c-1f2af9ef81df,4fa62445-e59f-4874-99e5-49cec91967e0,f8afef87-5de3-4996-838c-1f2af9ef81df,f8afef87-5de3-4996-838c-1f2af9ef81df,f8afef87-5de3-4996-838c-1f2af9ef81df,f8afef87-5de3-4996-838c-1f2af9ef81df,f8afef87-5de3-4996-838c-1f2af9ef81df,f8afef87-5de3-4996-838c-1f2af9ef81df,Mineralwolle (Fassaden-Dämmung),Mineralwolle Steinwolle,Dep-,RC-,0.5,,2.1,a3842d5d-15da-56bc-b90b-5889398c8171,08aa86f2-573f-5c0a-aa6f-9d39b661e252
Mineralwolle (Flachdach-Dämmung),4477c6ca-b728-41fb-a231-366e159a73df,6ef00a53-1ddc-4c60-8840-e57a860ce18b,4477c6ca-b728-41fb-a231-366e159a73df,4477c6ca-b728-41fb-a231-366e159a73df,4477c6ca-b728-41fb-a231-366e159a73df,4477c6ca-b728-41fb-a231-366e159a73df,4477c6ca-b728-41fb-a231-366e159a73df,4477c6ca-b728-41fb-a231-366e159a73df,Mineralwolle (Flachdach-Dämmung),Mineralwolle Steinwolle,Dep-,RC-,0.5,,2.1,4c649812-910d-5b56-be26-68d05431fa9c,08aa86f2-573f-5c0a-aa6f-9d39b661e252
Mineralwolle (Innenausbau-Dämmung),fafd5743-0b42-4614-8e3d-5c4eacdfba98,8808dd39-82fb-49bb-8ad3-6cb0894292ae,fafd5743-0b42-4614-8e3d-5c4eacdfba98,fafd5743-0b42-4614-8e3d-5c4eacdfba98,fafd5743-0b42-4614-8e3d-5c4eacdfba98,fafd5743-0b42-4614-8e3d-5c4eacdfba98,fafd5743-0b42-4614-8e3d-5c4eacdfba98,fafd5743-0b42-4614-8e3d-5c4eacdfba98,Mineralwolle (Innenausbau-Dämmung),Mineralwolle Steinwolle,Dep-,RC-,0.5,,2.1,74f70a64-3a9f-541e-8f38-d82e9ef0108a,08aa86f2-573f-5c0a-aa6f-9d39b661e252
Mineralwolle (Schrägdach-Dämmung),86380db6-3062-4d40-826d-732c24ed3cad,cb0c2e5b-be08-47bd-badb-77ac39ae026d,86380db6-3062-4d40-826d-732c24ed3cad,86380db6-3062-4d40-826d-732c24ed3cad,86380db6-3062-4d40-826d-732c24ed3cad,86380db6-3062-4d40-826d-732c24ed3cad,86380db6-3062-4d40-826d-732c24ed3cad,86380db6-3062-4d40-826d-732c24ed3cad,Mineralwolle (Schrägdach-Dämmung),Mineralwolle Steinwolle,Dep-,RC-,0.5,,2.1,2f2ccf58-1cc5-579a-927e-8cf5aac3791c,08aa86f2-573f-5c0a-aa6f-9d39b661e252
Steinwolle Flachdämmplatte,nicht vorhanden,be9b6d26-6284-4fe2-ae46-bf84e0f60043,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Steinwolle Flachdämmplatte,Mineralwolle Steinwolle,Dep-,RC-,0.5,,8.1,65312c77-8aba-5163-986b-043410652120,08aa86f2-573f-5c0a-aa6f-9d39b661e252
Steinwolle Heizungsrohrschale,nicht vorhanden,026057da-e1ae-4259-8f0b-91c917c63456,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Steinwolle Heizungsrohrschale,Mineralwolle Steinwolle,Dep-,RC-,0.5,,8.1,81b19a13-17a6-5357-991e-a87cd62b9923,08aa86f2-573f-5c0a-aa6f-9d39b661e252
Steinzeugfliesen glasiert,b4a0e610-e038-47d3-b86e-cef013cd7c83,422b43de-406b-46fa-8a87-c5d446fba399,b4a0e610-e038-47d3-b86e-cef013cd7c83,b4a0e610-e038-47d3-b86e-cef013cd7c83,b4a0e610-e038-47d3-b86e-cef013cd7c83,b4a0e610-e038-47d3-b86e-cef013cd7c83,b4a0e610-e038-47d3-b86e-cef013cd7c83,b4a0e610-e038-47d3-b86e-cef013cd7c83,Steinzeugfliesen glasiert,Keramik - Boden,RC-,RC-,1,,1.3,8180d1e9-6016-528b-a909-7bbbd33da48d,9c2a4862-2262-5934-b26c-ea2c6ee230da
Steinzeugfliesen unglasiert,bc2f9dde-f2a6-4630-bf7c-0ad3870012ef,3830f872-628b-4e3f-8370-b7c6efcfcc70,bc2f9dde-f2a6-4630-bf7c-0ad3870012ef,bc2f9dde-f2a6-4630-bf7c-0ad3870012ef,bc2f9dde-f2a6-4630-bf7c-0ad3870012ef,bc2f9dde-f2a6-4630-bf7c-0ad3870012ef,bc2f9dde-f2a6-4630-bf7c-0ad3870012ef,bc2f9dde-f2a6-4630-bf7c-0ad3870012ef,Steinzeugfliesen unglasiert,Keramik - Boden,RC-,RC-,1,,1.3,eb74d590-fdb3-5b84-a6e0-f706a9bc0b7b,9c2a4862-2262-5934-b26c-ea2c6ee230da
Steinzeugrohre DN 250,335c3c94-a981-4dbd-af2f-811e918f1b94,d69d0bdd-c003-4038-b9b1-79bceda2e956,335c3c94-a981-4dbd-af2f-811e918f1b94,335c3c94-a981-4dbd-af2f-811e918f1b94,335c3c94-a981-4dbd-af2f-811e918f1b94,335c3c94-a981-4dbd-af2f-811e918f1b94,335c3c94-a981-4dbd-af2f-811e918f1b94,335c3c94-a981-4dbd-af2f-811e918f1b94,Steinzeugrohre DN 250 nicht eingestuft,nicht eingestuft,n.e.,n.e.,n.e.,,1.3,64a47184-ffaf-5d04-8c66-8e5a859206f1,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Steinzeugrohre DN 400,b59f6603-c75b-47bb-b1f1-5336affb2acd,7d0b5f1b-9490-4eda-af7e-5f1a01cbd149,b59f6603-c75b-47bb-b1f1-5336affb2acd,b59f6603-c75b-47bb-b1f1-5336affb2acd,b59f6603-c75b-47bb-b1f1-5336affb2acd,b59f6603-c75b-47bb-b1f1-5336affb2acd,b59f6603-c75b-47bb-b1f1-5336affb2acd,b59f6603-c75b-47bb-b1f1-5336affb2acd,Steinzeugrohre DN 400 nicht eingestuft,nicht eingestuft,n.e.,n.e.,n.e.,,1.3,9d2a18f4-f425-5a91-bff7-6ccbd462c628,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Strohdämmung,nicht vorhanden,89ffc2cd-fb84-41df-9ebe-cda946ebf2bd,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Strohdämmung,Strohballen,SV,SV,0,,,0b04d205-8892-53b2-94c2-d88b3dc0fa15,2c3a1c7d-8fd0-5da5-ae61-4e73c363db47
Strom-Wärmepumpe (Luft-Wasser) 10 kW,nicht vorhanden,00ab3cef-5d1b-48c8-a220-4f8ac01b7dd7,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Strom-Wärmepumpe (Luft-Wasser) 10 kW,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,4a19b5b8-5adc-57b6-9009-7b01da56c3f7,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Strom-Wärmepumpe (Luft-Wasser) 14 kW,nicht vorhanden,19a1a962-7b4b-45e8-8446-c82a15675925,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Strom-Wärmepumpe (Luft-Wasser) 14 kW,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,77b937f0-220f-5ad1-88d2-878e970dc925,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Strom-Wärmepumpe (Luft-Wasser) 7 kW,nicht vorhanden,d59feef8-7a26-499b-a9d8-7149b5d3de24,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Strom-Wärmepumpe (Luft-Wasser) 7 kW,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,b3e9bad9-2cc7-5324-bab5-b29aef890f08,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
"Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 10 kW",nicht vorhanden,d4c60a37-2753-4f45-9bfe-4cefe31fd857,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 10 kW",nicht eingestuft,n.e.,n.e.,n.e.,,8.1,d92b15cb-23d1-5e68-be3e-46698281ae58,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
"Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 20 kW",nicht vorhanden,c5dfadb5-96a0-44fb-ac93-3cd1c4786e96,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 20 kW",nicht eingestuft,n.e.,n.e.,n.e.,,8.1,d226187c-ec4d-5c42-ac13-3ac60ef71bb0,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
"Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 70 kW",nicht vorhanden,4058e075-4b05-452b-b3a8-17c2378026df,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Strom-Wärmepumpe (Sole-Wasser, Erdkollektor) 70 kW",nicht eingestuft,n.e.,n.e.,n.e.,,8.1,45bf56f3-7bff-5c46-a5d5-8d3a3a1dab5b,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
"Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 10 kW",nicht vorhanden,d939cdd6-98eb-4fcd-9e30-c77ded7a5399,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 10 kW",nicht eingestuft,n.e.,n.e.,n.e.,,8.1,465e9d60-0aa0-5af7-b70d-2ca3c4901ffe,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
"Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 20 kW",nicht vorhanden,37ca01de-bb46-4648-a937-7ac200da6142,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 20 kW",nicht eingestuft,n.e.,n.e.,n.e.,,8.1,18a6ffd7-1711-55a3-a687-86d84a558b0e,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
"Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 70 kW",nicht vorhanden,c31b821c-214e-4f6f-894f-5f524949e51d,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,"Strom-Wärmepumpe (Sole-Wasser, Erdsonde) 70 kW",nicht eingestuft,n.e.,n.e.,n.e.,,8.1,ba4d9872-1467-5c16-a4ed-3f2e5022008e,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Strom-Wärmepumpe (Wasser-Wasser) 10 kW,nicht vorhanden,5b4acb87-0a01-41d7-85a6-213dec526682,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Strom-Wärmepumpe (Wasser-Wasser) 10 kW,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,adf1acfa-46d2-5ad0-b6c4-8e53a7085cf8,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Strom-Wärmepumpe (Wasser-Wasser) 20 kW,nicht vorhanden,0cfcc4ad-1469-458b-a842-b65af7af3e85,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Strom-Wärmepumpe (Wasser-Wasser) 20 kW,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,5ec61a61-5dcd-5e41-857a-e09b1a23801a,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Strom-Wärmepumpe (Wasser-Wasser) 70 kW,nicht vorhanden,9dcaae24-3f7b-45e6-8318-50ff94ef693f,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Strom-Wärmepumpe (Wasser-Wasser) 70 kW,nicht eingestuft,n.e.,n.e.,n.e.,,8.1,efa419dd-be86-5a78-963c-e53d73bc79f7,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Tetrafluorethan (R134a),nicht vorhanden,6af11f95-8ce6-4226-876b-7e14d486e5ec,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Tetrafluorethan (R134a),nicht eingestuft,n.e.,n.e.,n.e.,,8.2,25f3d8ff-080a-50df-8dc8-e19bee075452,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Tetrafluorpropen (R1234ze),nicht vorhanden,570bfed7-c3e0-4dd0-acd1-c23d32070edb,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Tetrafluorpropen (R1234ze),nicht eingestuft,n.e.,n.e.,n.e.,,8.2,f6ce2037-487a-598a-9707-e98a93bfbc7f,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
"Teppichboden (mehrschichtiges Nadelvlies, 1400 g/m²)",76ab64f6-6d08-4b67-8cd7-13d26e68d95a,de899441-c205-4d7d-81db-89366a4fa01a,76ab64f6-6d08-4b67-8cd7-13d26e68d95a,76ab64f6-6d08-4b67-8cd7-13d26e68d95a,76ab64f6-6d08-4b67-8cd7-13d26e68d95a,76ab64f6-6d08-4b67-8cd7-13d26e68d95a,76ab64f6-6d08-4b67-8cd7-13d26e68d95a,76ab64f6-6d08-4b67-8cd7-13d26e68d95a,"Textile Fußbodenbeläge mehrschichtiges Nadelvlies (Teppichboden, 1400 g/m²)",Bodenbelag textil 100 % synthetisch,EV-,EV-,0,,6.2,738905ee-55c3-5ab9-932c-a69f84fae9c7,fe24b5ed-353e-5355-ac7b-a083a4e18f87
"Thermisch behandeltes Holz (1 m3, 409 kg/m3)",nicht vorhanden,1d2b97ed-0f6f-4a6a-acd5-ea13ff23d893,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Thermisch behandeltes Holz,Holz - therm. Behandelt,EV+,EV+,0,,3.5,db02a845-4084-582b-846f-d85ba2dee2db,e0bca233-0ee7-53d2-9efc-b13a9ae19424
Tragdeckschicht,d84cbf6a-0a50-426f-aa3d-c45918b43575,24d554b6-a720-45a3-b80d-17a46e612f26,d84cbf6a-0a50-426f-aa3d-c45918b43575,d84cbf6a-0a50-426f-aa3d-c45918b43575,d84cbf6a-0a50-426f-aa3d-c45918b43575,d84cbf6a-0a50-426f-aa3d-c45918b43575,d84cbf6a-0a50-426f-aa3d-c45918b43575,d84cbf6a-0a50-426f-aa3d-c45918b43575,Tragdeckschicht  Beton,Beton Standard (ohne Bewehr.),RC+,RC+,1,,1.5,a89ca6c2-471e-52a5-967f-8eb6dd506a6e,4b383842-2941-5c02-8d90-1ee95598cf55
Tragdeckschicht,d84cbf6a-0a50-426f-aa3d-c45918b43575,24d554b6-a720-45a3-b80d-17a46e612f26,d84cbf6a-0a50-426f-aa3d-c45918b43575,d84cbf6a-0a50-426f-aa3d-c45918b43575,d84cbf6a-0a50-426f-aa3d-c45918b43575,d84cbf6a-0a50-426f-aa3d-c45918b43575,d84cbf6a-0a50-426f-aa3d-c45918b43575,d84cbf6a-0a50-426f-aa3d-c45918b43575,Tragdeckschicht  Beton - Störstoffkl. S4 (Neueinstuf.),Beton - Störstoffkl. S4 (ohne Bewehr.),SV,RC-,0.75,,1.5,654051cd-6dda-5e4b-8f76-4a277734a0f6,4cca7b75-849e-59f9-b1e3-6efde0e7c9aa
Tragende Wärmedämmelemente,nicht vorhanden,cc00224b-2ff6-4377-b518-c663039d6a4a,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,nicht vorhanden,Tragende Wärmedämmelemente,nicht eingestuft,n.e.,n.e.,n.e.,,,0e844995-2b2c-5164-b35a-bb35d83bb9cf,ef961829-1f5b-52ad-a6f7-8c77cea76d5c
Transparente Platten PC,222023f8-36c2-4345-a863-b49828a41e96,690ebc5b-80ad-47c3-8d26-8db3504c7d81,222023f8-36c2-4345-a863-b49828a41e96,222023f8-36c2-4345-a863-b49828a41e96,222023f8-36c2-4345-a863-b49828a41e96,222023f8-36c2-4345-a863-b49828a41e96,222023f8-36c2-4345-a863-b49828a41e96,222023f8-36c2-4345-a863-b49828a41e96,Transparente Platten PC,KSTPlatte (zB transparente Platten),EV-,EV-,0,,6.5,6f71bb25-b06b-5c4f-87a2-f79c558e6bc8,ef460910-7fa5-5c82-a056-6b6068ad0860
